Price,Close,High,Low,Open,Volume
Ticker,SNOW,SNOW,SNOW,SNOW,SNOW
Date,,,,,
2025-07-07,225.7899932861328,225.86000061035156,220.17999267578125,221.42999267578125,4090000
2025-07-08,223.5,226.60000610351562,220.83999633789062,225.60000610351562,3412500
2025-07-09,221.89999389648438,224.75,220.92999267578125,224.60000610351562,2658400
2025-07-10,214.4199981689453,222.3000030517578,213.2239990234375,221.8300018310547,4794700
2025-07-11,210.83999633789062,215.49000549316406,209.4600067138672,213.47999572753906,3868600
2025-07-14,213.52000427246094,214.94000244140625,208.60000610351562,209.86500549316406,2863800
2025-07-15,212.7899932861328,215.10000610351562,212.25,213.75,3249100
2025-07-16,211.94000244140625,214.0,209.2530059814453,212.97999572753906,2789100
2025-07-17,211.5800018310547,214.02999877929688,210.30999755859375,211.75,2681800
2025-07-18,216.88999938964844,217.5399932861328,212.1999969482422,212.69000244140625,3384200
2025-07-21,215.64999389648438,218.72000122070312,214.25999450683594,217.0,2922500
2025-07-22,212.25,216.60000610351562,211.39999389648438,214.90499877929688,2537000
2025-07-23,212.55999755859375,213.61000061035156,210.39999389648438,211.77000427246094,1692500
2025-07-24,215.02000427246094,217.0,212.11000061035156,214.50999450683594,2226100
2025-07-25,219.50999450683594,220.9199981689453,215.13999938964844,215.4250030517578,3259100
2025-07-28,218.6699981689453,222.3000030517578,216.9199981689453,219.92999267578125,3441500
2025-07-29,218.75999450683594,220.60000610351562,217.00999450683594,220.36000061035156,2487900
2025-07-30,220.27999877929688,222.19000244140625,217.7100067138672,218.75,3175300
2025-07-31,223.5,229.27000427246094,220.94000244140625,225.1300048828125,6227700
2025-08-01,205.02000427246094,216.8000030517578,202.8699951171875,216.8000030517578,8578000
2025-08-04,208.47999572753906,210.41000366210938,205.64999389648438,207.6999969482422,3422700
2025-08-05,205.77000427246094,209.88999938964844,204.66000366210938,208.25,4003900
2025-08-06,210.5399932861328,211.0,205.8000030517578,205.97000122070312,3236600
2025-08-07,206.39999389648438,215.38999938964844,200.8000030517578,215.0,4619400
2025-08-08,191.72999572753906,206.39999389648438,191.3300018310547,205.7899932861328,8616100
2025-08-11,191.8000030517578,196.72999572753906,191.1199951171875,192.16000366210938,5214000
2025-08-12,193.05999755859375,194.0,188.0,191.75,3942400
2025-08-13,196.8699951171875,198.24000549316406,193.0,194.125,4429400
2025-08-14,194.89999389648438,197.5,193.7050018310547,195.94000244140625,2791000
2025-08-15,199.0800018310547,200.33999633789062,194.8000030517578,195.25,3344900
2025-08-18,198.24000549316406,198.63999938964844,196.11000061035156,197.47000122070312,2378900
2025-08-19,192.6300048828125,199.9499969482422,191.3209991455078,199.38999938964844,3582700
2025-08-20,194.8000030517578,197.77000427246094,189.99000549316406,197.61000061035156,4945600
2025-08-21,194.67999267578125,195.2899932861328,191.24000549316406,192.80999755859375,2848400
2025-08-22,196.80999755859375,199.91000366210938,193.8699951171875,195.16000366210938,3107900
2025-08-25,194.67999267578125,200.47000122070312,194.6699981689453,199.0,3770600
2025-08-26,194.35000610351562,196.5,193.4199981689453,195.1999969482422,4665900
2025-08-27,200.38999938964844,202.5399932861328,196.66000366210938,201.75,17841900
2025-08-28,241.0,249.99000549316406,218.08999633789062,222.0,42167400
2025-08-29,238.66000366210938,241.5,233.2899932861328,236.92999267578125,11742100
2025-09-02,233.60000610351562,235.25999450683594,228.39999389648438,234.0,7218000
2025-09-03,229.3300018310547,236.5,227.843994140625,234.85000610351562,6749000
2025-09-04,221.89999389648438,224.0500030517578,215.0500030517578,222.6999969482422,13280000
2025-09-05,225.5800018310547,226.5,221.19000244140625,223.9199981689453,5889400
2025-09-08,226.52000427246094,230.9499969482422,225.9949951171875,226.83999633789062,4519500
2025-09-09,225.55999755859375,225.8300018310547,222.10000610351562,223.0,3949400
2025-09-10,225.85000610351562,232.2100067138672,224.02000427246094,229.89999389648438,5142100
2025-09-11,224.52999877929688,228.66000366210938,223.41099548339844,226.11000061035156,4152500
2025-09-12,221.14999389648438,224.81500244140625,220.80999755859375,224.5,2634700
2025-09-15,225.7899932861328,228.5399932861328,222.01499938964844,222.01499938964844,3722300
2025-09-16,215.9499969482422,222.34500122070312,215.9499969482422,221.24000549316406,7212200
2025-09-17,217.9600067138672,219.00999450683594,214.3000030517578,217.1999969482422,4366300
2025-09-18,222.11000061035156,222.25,218.50999450683594,219.9949951171875,3752600
2025-09-19,230.47999572753906,231.94000244140625,222.57000732421875,223.30999755859375,7774900
2025-09-22,229.5399932861328,230.1300048828125,225.3300018310547,228.91000366210938,3217100
2025-09-23,223.5399932861328,231.49200439453125,222.8800048828125,230.16000366210938,4939300
2025-09-24,222.57000732421875,228.05999755859375,221.1199951171875,226.8000030517578,3259400
2025-09-25,221.60000610351562,225.41000366210938,217.27000427246094,219.5,3006200
2025-09-26,224.63999938964844,225.9709930419922,220.2949981689453,222.30999755859375,3014800
2025-09-29,225.25,230.3300018310547,224.07000732421875,226.94000244140625,4429100
2025-09-30,225.5500030517578,227.5,221.52000427246094,225.83999633789062,3420000
2025-10-01,230.5500030517578,231.86000061035156,222.63999938964844,223.8800048828125,4678300
2025-10-02,240.5399932861328,241.11700439453125,234.00999450683594,235.0,6623100
2025-10-03,235.08999633789062,242.5,233.24000549316406,242.5,4073700
2025-10-06,242.52000427246094,245.75900268554688,239.5,240.36000061035156,5131200
2025-10-07,234.80999755859375,244.14999389648438,231.07000732421875,243.27999877929688,4898700
2025-10-08,250.2100067138672,251.80999755859375,237.0500030517578,239.0399932861328,7518200
2025-10-09,250.6699981689453,253.60000610351562,245.27000427246094,249.96499633789062,6562600
2025-10-10,242.1699981689453,255.38999938964844,241.1199951171875,253.0,5062700
2025-10-13,247.27000427246094,248.42999267578125,243.27000427246094,246.19000244140625,2938100
2025-10-14,240.8300018310547,244.36000061035156,238.0,244.0399932861328,4084300
2025-10-15,240.86000061035156,244.3260040283203,240.11000061035156,243.88999938964844,3030200
2025-10-16,240.05999755859375,251.74000549316406,237.00999450683594,246.0,8485800
2025-10-17,240.74000549316406,241.11000061035156,236.0,236.7899932861328,2379400
2025-10-20,245.6699981689453,246.64999389648438,241.02000427246094,243.77000427246094,2854800
2025-10-21,247.52000427246094,249.10000610351562,242.5500030517578,246.0,2407600
2025-10-22,241.6699981689453,249.27999877929688,238.25999450683594,245.97000122070312,3206100
2025-10-23,252.99000549316406,253.08999633789062,243.35000610351562,243.60000610351562,3685500
2025-10-24,257.94000244140625,259.75,252.69700622558594,256.7699890136719,5169300
2025-10-27,265.9700012207031,267.79998779296875,261.8599853515625,263.1499938964844,4778800
2025-10-28,267.04998779296875,270.94000244140625,264.5,266.1099853515625,4129000
2025-10-29,269.70001220703125,272.3900146484375,264.20001220703125,268.29998779296875,4105300
2025-10-30,271.17999267578125,273.2900085449219,261.31500244140625,263.5899963378906,4350700
2025-10-31,274.8800048828125,275.4800109863281,265.69000244140625,274.94000244140625,6207600
2025-11-03,277.1400146484375,280.6700134277344,273.6099853515625,277.7300109863281,4256200
2025-11-04,265.4200134277344,276.9599914550781,262.6099853515625,270.3999938964844,5249000
2025-11-05,264.7900085449219,268.3800048828125,262.7699890136719,264.42999267578125,3069300
2025-11-06,264.7200012207031,274.3500061035156,261.010009765625,268.25,4100400
2025-11-07,262.8599853515625,264.7200012207031,254.49000549316406,260.0,3835500
